Data,otwarcie,Zamknięcie,Maks.,Min.,Obrót (mln. zł),Zmiana (%)
2021-03-19,63.12,63.68,64.72,63.08,125.26,-2.24
2021-03-18,65.1,65.14,66.48,64.2,71.44,-0.31
2021-03-17,65.98,65.34,66.16,62.5,202.34,-1.69
2021-03-16,68.42,66.46,69.1,66,95.77,-2.78
2021-03-15,69.1,68.36,70.2,68.32,58.62,-0.18
2021-03-11,69.6,68.48,70.9,67.56,127.11,-1.38
2021-03-10,67.8,69.44,69.88,67.32,165.1,3.55
2021-03-09,66.72,67.06,67.9,66.3,137.44,0.6
2021-03-08,64.9,66.66,67.4,64.6,218.27,4.55
2021-03-05,61.02,63.76,64.9,61.02,198.04,3.71
2021-03-04,60,61.48,61.8,59.6,99.07,2.13
2021-03-03,60.92,60.2,61.74,60.18,72.76,-1.15
2021-03-02,60.4,60.9,61.16,59.7,63.83,0.83
2021-03-01,60,60.4,60.5,59.22,65.9,2.65
2021-02-26,58.26,58.84,59.5,58.1,115.84,-1.8
2021-02-25,61,59.92,61.46,59.9,85,-0.07
2021-02-24,60.02,59.96,60.34,59.24,88.29,0.4
2021-02-23,59.9,59.72,61.44,58.78,83.92,0.34
2021-02-22,60.3,59.52,60.46,59.36,41.67,-1.91
2021-02-19,59.32,60.68,60.92,59.2,67.51,2.81
2021-02-18,61.08,59.02,61.56,59.02,77.14,-3.47
2021-02-17,61.6,61.14,62.3,60.74,71.08,-0.75
2021-02-16,60.78,61.6,61.8,60.4,95.07,2.02
2021-02-15,60.74,60.38,61.24,60,49.02,1.04
2021-02-12,59.44,59.76,59.82,58.36,34.01,0.54
2021-02-11,59.6,59.44,60.2,58.8,55.63,0
2021-02-10,60.86,59.44,61.3,58.76,60.23,-1.62
2021-02-09,60.1,60.42,61.72,59.22,112.59,0.77
2021-02-08,59.42,59.96,60.26,58.4,84.47,2.08
2021-02-05,59.18,58.74,59.88,58.56,43.35,0.44
2021-02-04,60,58.48,60.62,58.48,65.8,-0.75
2021-02-03,59.2,58.92,60,58.24,49.85,-0.2
2021-02-02,58.02,59.04,59.48,57.9,69.03,3.25
2021-02-01,56.5,57.18,58.26,56.24,68.98,2.07
2021-01-29,57.5,56.02,57.58,56,142.61,-3.41
2021-01-28,56.6,58,58.56,56.2,73.57,1.4
2021-01-27,58.7,57.2,59.38,56.9,80.56,-2.39
2021-01-26,57.56,58.6,59.66,56.58,62.77,1.21
2021-01-25,60,57.9,60.22,57.5,60.44,-2.98
2021-01-22,59.5,59.68,60.1,58.1,87.53,-0.73
2021-01-21,60.5,60.12,61.1,59.6,57.31,-0.6
2021-01-20,60.7,60.48,61.2,59.62,52.49,-0.3
2021-01-19,62.4,60.66,62.7,60.5,48.69,-1.69
2021-01-18,59.8,61.7,61.78,58.6,70.86,2.73
2021-01-15,61.48,60.06,61.68,59.28,77.47,-3.04
2021-01-14,61,61.94,62.3,60.2,55.11,0.98
2021-01-13,63.88,61.34,63.94,61.12,75.39,-3.04
2021-01-12,64,63.26,64.5,62.3,87.38,-0.25
2021-01-11,64,63.42,64.2,62.5,75.73,-0.88
2021-01-08,63,63.98,64.98,62.74,129.46,1.72
2021-01-07,61.42,62.9,62.9,60.8,132.49,5.54
2021-01-05,58.7,59.6,60.18,58.1,86.62,1.05
2021-01-04,58.94,58.98,60.62,58.62,61.45,2.18
2020-12-31,57.72,57.72,57.72,57.72,0,0
2020-12-30,59.2,57.72,59.3,57.6,84.28,-2.5
2020-12-29,60,59.2,61,58.84,50.72,-0.67
2020-12-28,58.56,59.6,59.94,58.5,49.35,3.8
2020-12-24,57.42,57.42,57.42,57.42,0,0
2020-12-23,56.74,57.42,58,56.34,41.01,2.06
2020-12-22,54.94,56.26,56.5,54.24,61.39,2.59
2020-12-21,57.4,54.84,57.48,53.52,116.17,-6.22
2020-12-18,58,58.48,59.44,57.9,116.72,-0.03
2020-12-17,60.32,58.5,60.9,56.9,136,-2.6
2020-12-16,59.96,60.06,61.5,59.72,60.61,0.27
2020-12-15,60,59.9,60.44,59.06,68.66,-1.58
2020-12-14,62.04,60.86,63.2,60.22,71.72,-1.74
2020-12-11,62.1,61.94,62.1,59.76,130.92,-0.06
2020-12-10,61.76,61.98,62.36,60.1,132.5,0.45
2020-12-09,60,61.7,62.5,59.9,158.53,2.83
2020-12-08,59.5,60,60.68,58.8,127.47,0.67
2020-12-07,57.64,59.6,59.86,56.88,156.19,3.65
2020-12-04,56.42,57.5,57.6,55.68,94.75,3.64
2020-12-03,56.5,55.48,56.78,55.48,81.86,-1.49
2020-12-02,57.24,56.32,57.24,55.26,90.96,-1.16
2020-12-01,57,56.98,57.48,55.8,133.42,2.96
2020-11-30,52.8,55.34,58.08,50.68,425.21,3.4
2020-11-27,53.8,53.52,53.8,52.6,45.73,-0.89
2020-11-26,53.52,54,54.18,53.16,38.63,0.93
2020-11-25,54.52,53.5,55.2,53.2,102.39,-0.96
2020-11-24,53,54.02,54.38,52.92,111.76,2.82
2020-11-23,51.8,52.54,52.88,50.6,90.93,5
2020-11-20,50.3,50.04,50.44,48.35,134,-0.48
2020-11-19,51.6,50.28,51.78,50.04,81.01,-4.05
2020-11-18,50.36,52.4,52.46,49.85,91.58,4.05
2020-11-17,49.99,50.36,51.88,49.01,178.6,1.53
2020-11-16,46.84,49.6,49.68,46.61,131.51,8.39
2020-11-13,46.85,45.76,46.85,45.2,53.75,-2.47
2020-11-12,47.82,46.92,49,45.58,124.53,-2.13
2020-11-10,46,47.94,49.79,45.1,185.42,6.2
2020-11-09,40.12,45.14,45.4,39.52,177.53,14.39
2020-11-06,40.72,39.46,40.78,38.76,51.28,-3.24
2020-11-05,41.19,40.78,41.7,40.42,62.84,-0.56
2020-11-04,42.6,41.01,42.72,40.22,68.5,-4.12
2020-11-03,39.2,42.77,42.88,39.1,121.82,9.92
2020-11-02,38.52,38.91,38.99,38,47.81,2.13
2020-10-30,38.97,38.1,38.97,37.55,57.55,-2.28
2020-10-29,39.7,38.99,39.74,37.74,74.37,3.31
2020-10-28,38,37.74,39,37.2,50.35,-2.35
2020-10-27,40.2,38.65,40.3,38.09,73.67,-3.66
2020-10-26,41.28,40.12,41.58,40.12,33.82,-3.93
2020-10-23,42.02,41.76,42.7,41.54,57.7,-0.19
2020-10-22,41.5,41.84,42.19,41,35.49,0.1
2020-10-21,42.49,41.8,43.1,41.8,28.19,-1.53
2020-10-20,42.6,42.45,43.08,41.44,36.85,-0.45
2020-10-19,42.93,42.64,43.4,42.28,54.24,1.28
2020-10-16,40.82,42.1,42.45,40.02,50.38,3.19
2020-10-15,42.8,40.8,42.95,40.76,65.52,-5.77
2020-10-14,44,43.3,44.06,42.82,77.11,-1.46
2020-10-13,44.72,43.94,45,43.16,62.32,-1.7
2020-10-12,45.98,44.7,46.18,44.58,51.52,-2.47
2020-10-09,46.4,45.83,46.4,44.93,57.14,-1.78
2020-10-08,46.92,46.66,46.95,45.97,38.43,-0.21
2020-10-07,46.76,46.76,46.87,46.15,31.57,-0.06
2020-10-06,46.98,46.79,47.2,46.25,37.75,1.72
2020-10-05,44.8,46,46.64,44.8,44.95,4.69
2020-10-02,44.64,43.94,44.66,43.7,52.47,-2.05
2020-10-01,46.32,44.86,46.45,44.86,34.32,-2.16
2020-09-30,45.15,45.85,46.1,44.84,41.08,1.53
2020-09-29,46.66,45.16,46.8,45.02,39.05,-2.88
2020-09-28,45,46.5,46.67,44.49,42.72,4.66
2020-09-25,44.1,44.43,44.94,44.05,37.53,0.82
2020-09-24,45,44.07,45.08,43.85,43.74,-2.44
2020-09-23,45.05,45.17,46.26,45.02,39.68,-0.51
2020-09-22,46.55,45.4,46.8,44.8,57.07,-2.37
2020-09-21,48.12,46.5,48.59,46.26,46.18,-3.35
2020-09-18,49.89,48.11,49.89,48.11,80.54,-3.55
2020-09-17,49.44,49.88,49.88,47.55,63.73,4.57
2020-09-16,48.73,47.7,48.73,47.53,36.75,-1.85
2020-09-15,49,48.6,49.41,48.21,37.26,-0.63
2020-09-14,50.2,48.91,50.28,48.8,24.11,-1.21
2020-09-11,49.46,49.51,49.51,48.62,32,0.59
2020-09-10,49.8,49.22,50.08,48.3,34.57,-0.44
2020-09-09,48.3,49.44,49.82,48.19,94.97,2.79
2020-09-08,50.66,48.1,50.82,47.86,59.83,-4.64
2020-09-07,51,50.44,51,50,16.22,0.32
2020-09-04,50.12,50.28,51.22,50,28.68,-0.44
2020-09-03,50.56,50.5,51.2,50.2,36.23,0.4
2020-09-02,50.76,50.3,51.12,49.87,46.61,-0.04
2020-09-01,50.86,50.32,51.46,49.5,54.59,-0.63
2020-08-31,52.7,50.64,53.4,50.64,102.61,-3.4
2020-08-28,53.62,52.42,53.88,52.22,62.6,-2.75
2020-08-27,54.52,53.9,54.58,53.22,29.99,-0.7
2020-08-26,53.6,54.28,54.96,53.34,57.99,1.08
2020-08-25,53.7,53.7,55.18,53.54,68.36,0.98
2020-08-24,53.44,53.18,53.8,52.62,38.64,0.3
2020-08-21,54.16,53.02,54.26,52.8,33.46,-1.23
2020-08-20,52.58,53.68,54.78,52.3,43.16,2.09
2020-08-19,53.8,52.58,53.8,52.58,55.63,-1.94
2020-08-18,56.6,53.62,56.6,53.6,75.38,-5.23
2020-08-17,55.5,56.58,56.58,55.1,50.85,1.8
2020-08-14,55.86,55.58,56.3,54.76,34.96,-0.22
2020-08-13,55.62,55.7,57.72,55.4,73.51,0.43
2020-08-12,54.7,55.46,56.18,54.3,67,1.76
2020-08-11,53.56,54.5,54.78,53.02,59.91,2.44
2020-08-10,54,53.2,54.1,52.72,30.19,-0.82
2020-08-07,52.46,53.64,53.74,52.44,41.55,2.44
2020-08-06,54.08,52.36,54.52,51.52,65.52,-3.18
2020-08-05,54,54.08,55.58,53.4,57.9,1.31
2020-08-04,53.5,53.38,53.7,52.7,57.78,0.68
2020-08-03,53.54,53.02,53.82,52.44,37.65,-0.49
2020-07-31,53.2,53.28,54.5,52.28,57.68,0.53
2020-07-30,56.1,53,56.14,52.88,53.19,-5.73
2020-07-29,57.32,56.22,57.36,55.8,40.95,-1.92
2020-07-28,57.44,57.32,58.96,57,47.4,0.67
2020-07-27,57.82,56.94,57.88,56.64,39.27,-1.52
2020-07-24,57.4,57.82,57.82,56.64,45.85,0.35
2020-07-23,59.3,57.62,59.4,57.6,45.04,-1.97
2020-07-22,59.8,58.78,60,58.78,37.96,-1.61
2020-07-21,59.52,59.74,60.7,58.92,59.05,0.95
2020-07-20,59.24,59.18,59.84,58.14,52.72,-0.2
2020-07-17,59.76,59.3,59.98,58.24,44.4,-0.13
2020-07-16,57.4,59.38,59.64,56.74,96.92,3.23
2020-07-15,59.46,57.52,59.46,57.36,204.7,-1.68
2020-07-14,61.98,58.5,64.08,58.5,191.48,-4.69
2020-07-13,61.42,61.38,62.1,61,40.69,-0.07
2020-07-10,61,61.42,61.44,60,52.04,0.36
2020-07-09,62,61.2,62.18,60.86,70.97,-0.91
2020-07-08,63.16,61.76,63.22,61.22,112.67,-2.46
2020-07-07,64,63.32,64,63.1,49.18,-1.06
2020-07-06,64.7,64,64.88,63,76.85,0.88
2020-07-03,63.9,63.44,63.92,62.54,28.03,-0.13
2020-07-02,63.62,63.52,64.8,63.44,81.35,0.38
2020-07-01,63,63.28,63.32,61.8,54.18,1.05
2020-06-30,63.8,62.62,64.08,62.16,73.41,-1.54
2020-06-29,63.72,63.6,64.6,62.24,65.31,-0.19
2020-06-26,65,63.72,65.62,63.58,48.89,-1.39
2020-06-25,64,64.62,65.36,62.76,73.67,0.84
2020-06-24,66.4,64.08,66.42,64.08,66.11,-3.46
2020-06-23,65.8,66.38,67.36,65.78,64.07,1.93
2020-06-22,66.3,65.12,66.3,65,51.48,-1.69
2020-06-19,66.46,66.24,66.9,65.46,408.76,0.52
2020-06-18,66.1,65.9,66.86,64.8,104.43,-0.3
2020-06-17,67,66.1,67.2,65.02,106.71,-0.6
2020-06-16,64.12,66.5,67.26,64.12,98.88,5.99
2020-06-15,65.44,62.74,65.44,62.7,104.28,-5.46
2020-06-12,67,66.36,67.86,64.5,124.96,-4.55
2020-06-11,69.52,69.52,69.52,69.52,0,0
2020-06-09,71.5,69.52,71.78,69.08,103.57,-2.91
2020-06-08,73,71.6,73.5,71.08,117.22,-1.49
2020-06-05,68.94,72.68,73.4,68.88,177.05,5.58
2020-06-04,68.76,68.84,69.1,67.84,81.88,0.12
2020-06-03,68,68.76,69.54,67.82,105.93,1.42
2020-06-02,67.74,67.8,68,66.3,108.77,0.15
2020-06-01,67.8,67.7,68,66.5,41.2,1.41
2020-05-29,67,66.76,67.18,65.26,160.86,-1.04
2020-05-28,66.54,67.46,68.68,65.7,83.38,1.38
2020-05-27,66.3,66.54,69.5,66,124.19,1.03
2020-05-26,64.2,65.86,66.48,63.9,81.66,4.44
2020-05-25,63.28,63.06,63.78,62.88,12.62,0.9
2020-05-22,63.4,62.5,63.54,62.5,38.77,-1.85
2020-05-21,64.24,63.68,64.46,63.28,52.28,-1.36
2020-05-20,63.4,64.56,64.9,63.04,88.38,1.19
2020-05-19,65.26,63.8,65.6,63.56,87.39,-1.02
2020-05-18,61.6,64.46,64.6,61.5,89.94,6.26
2020-05-15,62.34,60.66,62.9,60.38,59.02,-1.17
2020-05-14,62.44,61.38,62.74,59.88,88.8,-2.17
2020-05-13,64.2,62.74,64.34,62.2,71.89,-2.79
2020-05-12,63,64.54,65,62.72,90.44,2.57
2020-05-11,62.82,62.92,63.72,62.1,56.62,0.16
2020-05-08,61.38,62.82,63.2,61.06,83.18,3.22
2020-05-07,58.72,60.86,61.24,57.8,88.26,3.96
2020-05-06,60,58.54,60,57.52,203.45,-3.24
2020-05-05,59.8,60.5,61.16,59.8,80.63,1.65
2020-05-04,61.14,59.52,61.28,59.44,81.07,-4.55
2020-04-30,61.98,62.36,63.4,61.7,156.03,1.53
2020-04-29,61.02,61.42,61.98,59.82,103.88,1.49
2020-04-28,59.62,60.52,61.3,58.24,68.66,1.82
2020-04-27,61.48,59.44,61.48,58.5,66.36,-2.3
2020-04-24,61.1,60.84,61.5,60.76,55.47,-1.01
2020-04-23,61.5,61.46,61.8,60.48,89.91,0.99
2020-04-22,59,60.86,61.3,57.52,94.74,3.15
2020-04-21,61.2,59,61.2,58.2,74.55,-4.68
2020-04-20,62,61.9,62.42,60.24,105.4,1.08
2020-04-17,61.5,61.24,61.78,60.16,133.41,2.07
2020-04-16,60.34,60,61.34,59.2,195.52,-3.23
2020-04-15,65.6,62,65.6,61.92,115.22,-4.7
2020-04-14,66,65.06,66.08,64.04,162.38,0.31
2020-04-13,64.86,64.86,64.86,64.86,0,0
2020-04-10,64.86,64.86,64.86,64.86,0,0
2020-04-09,65.9,64.86,66.58,63.2,129.87,0.09
2020-04-08,65.2,64.8,66.42,63.2,142.06,-0.15
2020-04-07,64.8,64.9,67.92,64.8,177.29,1.72
2020-04-06,63.24,63.8,64,61.52,149.56,4.83
2020-04-03,61,60.86,63.84,59.58,461.01,1.1
2020-04-02,58.08,60.2,62.66,57.4,248.68,8.31
2020-04-01,54,55.58,55.94,53,107.16,-0.22
2020-03-31,53,55.7,55.7,52.36,152.29,6.14
2020-03-30,52.36,52.48,53.34,50.72,76.72,1.04
2020-03-27,52.9,51.94,53.32,51.42,88.97,-1.81
2020-03-26,50.7,52.9,52.9,50.1,78.51,3.32
2020-03-25,52.42,51.2,52.46,49.68,68.43,2.2
2020-03-24,52.5,50.1,52.6,49.66,78.13,0.76
2020-03-23,52,49.72,53.38,49.11,70.23,-5.44
2020-03-20,52.7,52.58,53.68,51.68,186.06,4.12
2020-03-19,48.5,50.5,50.7,47.72,91.74,5.49
2020-03-18,50,47.87,51.4,47,102.11,-3.21
2020-03-17,49.64,49.46,51.5,47.5,142.47,3.04
2020-03-16,45.69,48,49.3,42.67,133.89,5.08
2020-03-13,44.4,45.68,51.38,43.42,130.25,-11.16
2020-03-12,51.42,51.42,51.42,51.42,0,0
2020-03-11,51.42,51.42,51.42,51.42,0,0
2020-03-10,55.86,51.42,56.28,51.06,117.25,-5.2
2020-03-09,50,54.24,56.12,49.28,168.71,-0.18
2020-03-06,56.26,54.34,56.5,53.52,97.94,-4.43
2020-03-05,60.4,56.86,60.6,56.56,100.88,-3.69
2020-03-04,62,59.04,62,59.04,101.87,-5.17
2020-03-03,61.8,62.26,62.8,60.62,111.84,2.81
2020-03-02,61.5,60.56,62.2,59.56,123.89,3.27
2020-02-28,59.5,58.64,59.76,55.04,176.92,-3.71
2020-02-27,66.16,60.9,66.62,59.7,87,-8.56
2020-02-26,68.28,66.6,68.64,65.9,101.74,-2.52
2020-02-25,69.8,68.32,70.28,68.3,98.39,-2.12
2020-02-24,72.1,69.8,72.32,69.38,72.14,-4.77
2020-02-21,72.54,73.3,73.72,72.44,62.63,0.58
2020-02-20,73.5,72.88,73.72,72.5,95.04,-0.76
2020-02-19,75.5,73.44,75.78,73.26,119.2,-2.73
2020-02-18,75,75.5,76.46,74.8,92.64,-0.4
2020-02-17,76.78,75.8,77.1,75.52,28.06,-0.26
2020-02-14,75,76,76.66,75,105.54,1.9
2020-02-13,74.4,74.58,74.58,72.7,45.83,0.19
2020-02-12,74,74.44,74.76,73.32,83.83,0.76
2020-02-11,72.5,73.88,74,70.98,172.49,1.82
2020-02-10,74.14,72.56,74.26,72.04,118.59,-2.94
2020-02-07,73.9,74.76,74.76,72.8,58.78,1.16
2020-02-06,76.88,73.9,77.68,73.82,72,-3.55
2020-02-05,74.5,76.62,76.84,73.9,95.33,2.93
2020-02-04,73.56,74.44,75,73.3,79.19,1.97
2020-02-03,75.48,73,75.6,71.82,146.5,-3.52
2020-01-31,76,75.66,76.12,74.52,126.05,-0.45
2020-01-30,76,76,77.98,74.8,148.67,-4.14
2020-01-29,81.9,79.28,82.16,78.72,125.36,-2.87
2020-01-28,83,81.62,83.22,81.18,122.99,-1.16
2020-01-27,84.8,82.58,85.46,82.58,81.77,-3.44
2020-01-24,85.86,85.52,86.5,85.52,50.67,0.05
2020-01-23,84.9,85.48,86.78,84.9,125.63,0.56
2020-01-22,85.72,85,86,85,55.28,0.07
2020-01-21,85.64,84.94,86.2,84.86,70.04,-0.93
2020-01-20,85.76,85.74,86.24,85.72,40.98,-0.58
2020-01-17,85,86.24,86.6,85,60.78,0.77
2020-01-16,85.42,85.58,86,84.82,89.73,0.59
2020-01-15,85.02,85.08,85.66,84.66,191.57,-0.35
2020-01-14,86.02,85.38,86.44,84.54,202.74,-1.09
2020-01-13,85.98,86.32,86.44,85.44,120.26,1.03
2020-01-10,85,85.44,85.54,84.52,54.76,0.92
2020-01-09,82.7,84.66,84.7,82.3,102.7,3.83
2020-01-08,82.02,81.54,82.64,81.3,64.79,-0.92
2020-01-07,85.88,82.3,85.98,82.16,129.4,-3.99
2020-01-03,86.5,85.72,86.64,84.8,62.49,-1.43
2020-01-02,86.5,86.96,87.28,85.7,55.86,1.33
2019-12-31,85.82,85.82,85.82,85.82,0,0
2019-12-30,85.98,85.82,86.4,85.24,37.16,-0.14
2019-12-27,85.48,85.94,86.5,85.48,30.83,0.94
2019-12-24,85.14,85.14,85.14,85.14,0,0
2019-12-23,84.28,85.14,85.64,84.26,42.59,1.24
2019-12-20,85.46,84.1,85.88,83.9,151.01,-1.45
2019-12-19,84.4,85.34,85.4,84.24,70.07,1.23
2019-12-18,84.9,84.3,85.08,83.62,58.75,-0.28
2019-12-17,83.7,84.54,84.92,83.26,82.56,1.05
2019-12-16,85.8,83.66,85.8,83.62,65.01,-2.33
2019-12-13,84.62,85.66,85.98,84.06,97.58,2.02
2019-12-12,82,83.96,84,81.46,100.34,2.92
2019-12-11,81.36,81.58,82.6,80.72,57.68,0.74
